"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","gene"
9.18156448866097e-88,1.16400336436751,0.308,0.169,2.78724753182281e-83,"CD8+ T cells","STAT1"
2.34106277407628e-85,-0.532836259208859,0.615,0.718,7.10676426326338e-81,"CD8+ T cells","RPS18"
2.78102536043898e-83,-0.665729355008705,0.418,0.569,8.4423586866846e-79,"CD8+ T cells","RPLP0"
2.03683697615962e-80,-0.823412484907385,0.295,0.443,6.18322600852776e-76,"CD8+ T cells","FGFBP2"
1.01360175300296e-78,-0.583695764744202,0.465,0.611,3.07699084159107e-74,"CD8+ T cells","RPL7A"
1.31223647198899e-77,-0.543289600610867,0.536,0.671,3.98355625801699e-73,"CD8+ T cells","EEF2"
1.93646968978209e-74,-0.725898268619979,0.33,0.474,5.8785410372715e-70,"CD8+ T cells","RPSAP58"
1.46579105917876e-73,-0.57320631278891,0.458,0.599,4.44970191834896e-69,"CD8+ T cells","RPL5"
1.56921402910297e-73,-0.634311111642281,0.403,0.548,4.7636630281479e-69,"CD8+ T cells","GLTSCR2"
6.11125356146738e-69,0.522189568031895,0.695,0.601,1.85519324365465e-64,"CD8+ T cells","ACTB"
2.17131219749697e-68,0.792593214787006,0.477,0.359,6.59145243794154e-64,"CD8+ T cells","ADAR"
4.34582071180754e-66,-0.523462692343404,0.49,0.613,1.31926079348341e-61,"CD8+ T cells","RPS27A"
1.05092113661903e-65,-0.742849421185833,0.279,0.414,3.19028129443438e-61,"CD8+ T cells","CD247"
3.21830976806216e-65,-0.524880769511453,0.483,0.611,9.76982296290629e-61,"CD8+ T cells","RPS5"
8.85153848006564e-65,-0.711314927761919,0.281,0.417,2.68706153639353e-60,"CD8+ T cells","RPSA"
1.17281161564966e-62,-0.605674629513827,0.366,0.504,3.56030422162769e-58,"CD8+ T cells","HLA-F"
7.08108176484686e-62,-0.599557604338725,0.381,0.507,2.14960399135456e-57,"CD8+ T cells","RPL10"
2.27845344917982e-61,-0.800385559968688,0.146,0.265,6.91670113567519e-57,"CD8+ T cells","SUN2"
2.70946873133209e-61,1.05300084843044,0.423,0.324,8.22513422770483e-57,"CD8+ T cells","MTRNR2L1"
1.22341327715768e-59,0.803126020693617,0.404,0.29,3.71391568546756e-55,"CD8+ T cells","IL32"
3.89474041899267e-59,-0.718654886562062,0.222,0.349,1.18232634899361e-54,"CD8+ T cells","EEF1D"
2.27399230204854e-56,-0.506969008958899,0.441,0.564,6.90315843132874e-52,"CD8+ T cells","RPL6"
6.52139727930122e-55,-0.665696481506898,0.208,0.33,1.97970057207747e-50,"CD8+ T cells","CIRBP"
1.94728113347397e-54,-0.749529004870074,0.206,0.323,5.91136133688693e-50,"CD8+ T cells","SLC25A6"
1.99928671054481e-54,-0.552549987407043,0.42,0.541,6.06923466720088e-50,"CD8+ T cells","RPS23"
2.61961346286256e-52,0.962664040641232,0.267,0.165,7.95236058921186e-48,"CD8+ T cells","SAMD9L"
4.18647087082906e-50,-0.672551201446934,0.25,0.367,1.27088696225758e-45,"CD8+ T cells","IGF2R"
5.19378010796891e-49,-0.542416817370137,0.366,0.486,1.57667582737612e-44,"CD8+ T cells","RUNX3"
5.78086536764525e-46,-0.703613495845815,0.182,0.287,1.75489729965607e-41,"CD8+ T cells","LUC7L3"
2.98181921839314e-45,-0.583499322750812,0.276,0.389,9.05190860127606e-41,"CD8+ T cells","RPS7"
4.01474942495314e-45,-0.654423384548832,0.19,0.299,1.21875748293302e-40,"CD8+ T cells","TBC1D10C"
5.71149427876031e-45,0.560362390380321,0.532,0.453,1.73383831820327e-40,"CD8+ T cells","PLEK"
1.45361395370911e-44,-0.539848122331164,0.345,0.459,4.41273587927475e-40,"CD8+ T cells","EIF4B"
1.95845258793319e-44,0.833589737715087,0.303,0.21,5.94527452118878e-40,"CD8+ T cells","TMEM123"
2.9675061088195e-42,-0.745272211219677,0.259,0.355,9.00845829454337e-38,"CD8+ T cells","FCGR3A"
4.84087396189381e-42,-0.708164377846858,0.191,0.29,1.4695441086121e-37,"CD8+ T cells","GOLGA8A"
1.32909615901646e-40,-0.64020615736453,0.17,0.268,4.03473720992626e-36,"CD8+ T cells","GOLGA8B"
1.75550487357826e-40,-0.510707572266761,0.303,0.414,5.32918614472153e-36,"CD8+ T cells","PFDN5"
2.94210894559303e-40,-0.592648471833696,0.201,0.303,8.93136012613677e-36,"CD8+ T cells","EEF1B2"
2.95437713134748e-40,-0.527070194997323,0.308,0.417,8.96860265763154e-36,"CD8+ T cells","LITAF"
9.00128258168354e-40,-0.662346680046734,0.167,0.262,2.73251935332167e-35,"CD8+ T cells","RPL21"
2.95496658404446e-39,0.826428598623193,0.319,0.233,8.97039205918376e-35,"CD8+ T cells","CX3CR1"
5.87109605344451e-38,-0.520927425565787,0.276,0.382,1.78228862894415e-33,"CD8+ T cells","SORL1"
3.24584465977571e-35,-0.563015830872778,0.223,0.321,9.85341063368113e-31,"CD8+ T cells","TMC8"
6.97278188437531e-35,-0.563308848514378,0.204,0.3,2.11672739663981e-30,"CD8+ T cells","HMHA1"
2.13091004919678e-34,-0.652458231996797,0.174,0.261,6.46880363634668e-30,"CD8+ T cells","C1orf63"
5.60629089378425e-31,-0.545288100607961,0.206,0.293,1.70190172662609e-26,"CD8+ T cells","CNOT6L"
1.12291920965439e-29,-0.512746594702066,0.179,0.263,3.40884584474783e-25,"CD8+ T cells","STK38"
5.26488218386362e-26,-0.584366334719195,0.189,0.266,1.59826028455548e-21,"CD8+ T cells","IL2RB"
2.59392584612521e-25,0.527738970538439,0.408,0.342,7.8743806910823e-21,"CD8+ T cells","VIM"
1.0945398561646e-20,0.521065418447078,0.379,0.321,3.32269464135887e-16,"CD8+ T cells","SP100"
9.00488116200532e-19,0.650667951917778,0.287,0.232,2.73361177434996e-14,"CD8+ T cells","CALR"
1.51786741894256e-18,0.58055964196683,0.256,0.199,4.60779012368394e-14,"CD8+ T cells","RN7SL4P"
5.32935421708879e-17,0.549333067366482,0.267,0.212,1.61783205968164e-12,"CD8+ T cells","SAMD9"
5.72652579348318e-61,-4.12073500265989,0.035,0.339,1.73840143512769e-56,"Plasma cells IgG","MS4A1"
2.94169121880621e-59,3.63822281108935,0.851,0.322,8.93009203293e-55,"Plasma cells IgG","IGHG4"
2.63088717496313e-53,1.97818527808738,0.945,0.733,7.98658419703558e-49,"Plasma cells IgG","IGHG1"
4.57080591605826e-48,-1.67526112665422,0.893,1,1.38755955193781e-43,"Plasma cells IgG","MALAT1"
2.54486451561293e-43,0.846608623244063,0.889,0.556,7.72544521004616e-39,"Plasma cells IgG","IGHG2"
3.43174886867655e-43,2.9150265679365,0.735,0.189,1.04177600406414e-38,"Plasma cells IgG","IGJ"
6.94188289987383e-43,-3.71950906298194,0.033,0.272,2.1073473919147e-38,"Plasma cells IgG","BANK1"
1.1100794833547e-37,4.10467982485922,0.62,0.1,3.36986828761986e-33,"Plasma cells IgG","S100A8"
1.13599539282439e-37,-2.75996418909099,0.073,0.367,3.44854121399699e-33,"Plasma cells IgG","LTB"
1.2345661096107e-36,3.91236988307804,0.634,0.117,3.74777233894519e-32,"Plasma cells IgG","IGLC3"
8.78176330303624e-36,2.40328541641058,0.752,0.367,2.66587988590271e-31,"Plasma cells IgG","HSP90B1"
1.29778242144006e-35,11.1074572089884,0.519,0,3.9396780967656e-31,"Plasma cells IgG","IFI27"
7.36789608123998e-34,3.56320570899685,0.605,0.117,2.23667221338202e-29,"Plasma cells IgG","S100A9"
6.09183907395247e-31,1.11449606918197,0.797,0.456,1.84929958767975e-26,"Plasma cells IgG","IGHG3"
1.64446240594363e-28,4.29867505654474,0.561,0.128,4.99209452572309e-24,"Plasma cells IgG","IGHM"
9.73748712241151e-26,-1.23411140109473,0.566,0.833,2.95600896575046e-21,"Plasma cells IgG","MT-CYB"
1.78507206672543e-25,-2.25912677830174,0.2,0.494,5.4189432729584e-21,"Plasma cells IgG","HLA-DRA"
1.15087082021827e-24,-1.27465095118608,0.533,0.806,3.4936985489366e-20,"Plasma cells IgG","RPS3"
3.99912695798395e-23,-2.11805200369816,0.155,0.428,1.21401497063519e-18,"Plasma cells IgG","HLA-DPB1"
4.3458586186147e-22,-1.16839911857653,0.66,0.839,1.31927230085287e-17,"Plasma cells IgG","RPS6"
2.47631985612552e-21,-1.82744774478096,0.218,0.494,7.51736418724023e-17,"Plasma cells IgG","GLTSCR2"
3.24134748832873e-21,-1.1261615058693,0.611,0.811,9.83975857031953e-17,"Plasma cells IgG","MT-CO3"
5.05854015649909e-21,0.5745731169959,1,1,1.53562103530843e-16,"Plasma cells IgG","RNA18S5"
1.96850205996625e-20,-1.03635425876851,0.678,0.872,5.97578170343956e-16,"Plasma cells IgG","MT-ATP6"
4.52585046092067e-19,2.71777127324557,0.473,0.144,1.37391242442169e-14,"Plasma cells IgG","XBP1"
6.33715643093955e-19,-2.04162305194527,0.41,0.617,1.92377057774032e-14,"Plasma cells IgG","CD74"
8.6810635793421e-19,-1.22943348257429,0.546,0.728,2.63531047078088e-14,"Plasma cells IgG","RPL13A"
1.09569928055329e-18,-0.800872342530887,0.795,0.939,3.32621430597562e-14,"Plasma cells IgG","MT-CO1"
1.96521378201885e-18,-0.900869434418005,0.725,0.9,5.96579947807463e-14,"Plasma cells IgG","MT-ND4"
3.05922158331795e-18,-1.06340539029181,0.534,0.761,9.28687896047829e-14,"Plasma cells IgG","RPL18"
5.45717416903082e-17,6.13869298570089,0.309,0.011,1.65663436249269e-12,"Plasma cells IgG","IFI6"
1.38581662439614e-16,-1.09199589946567,0.548,0.75,4.20692352667938e-12,"Plasma cells IgG","RPL13"
2.73549558175779e-16,-1.74566248796921,0.107,0.311,8.30414393754211e-12,"Plasma cells IgG","PNRC1"
3.79637801305786e-16,1.65553406937315,0.614,0.35,1.15246647342397e-11,"Plasma cells IgG","HSPA5"
6.39804254155799e-16,-2.4158580895495,0.087,0.267,1.94225377434076e-11,"Plasma cells IgG","GOLGA8B"
1.35973544886756e-15,-1.07489548750197,0.608,0.767,4.12774890212727e-11,"Plasma cells IgG","RPL3"
1.46261311051369e-15,-1.20235240070559,0.447,0.667,4.4400546195864e-11,"Plasma cells IgG","RPL34"
1.86280119342322e-15,-1.14919184880469,0.522,0.728,5.65490558287487e-11,"Plasma cells IgG","RPS4X"
2.13260261273291e-15,-1.68073829866093,0.192,0.422,6.47394175147329e-11,"Plasma cells IgG","BTG1"
3.49652417070076e-15,-1.18778147939136,0.412,0.644,1.06143984249963e-10,"Plasma cells IgG","RPS20"
4.37758167894612e-15,-0.924671603171025,0.67,0.8,1.32890247027767e-10,"Plasma cells IgG","MT-CO2"
6.866605953051e-15,2.75140843046503,0.395,0.111,2.08449556916769e-10,"Plasma cells IgG","MX1"
8.11666306612494e-15,-0.942033128465568,0.549,0.739,2.46397540698355e-10,"Plasma cells IgG","RPL11"
5.94790343926871e-14,3.41419155753343,0.348,0.083,1.8056050470588e-09,"Plasma cells IgG","IGLC2"
8.19040255572294e-14,-1.14139897687256,0.14,0.356,2.48636050384081e-09,"Plasma cells IgG","CD52"
1.25854308329456e-13,1.86630198180122,0.407,0.122,3.82055923795731e-09,"Plasma cells IgG","PDIA4"
2.04220793159165e-13,-0.97493688203607,0.548,0.722,6.19953061793276e-09,"Plasma cells IgG","EEF2"
2.77235579350788e-13,2.91309372327791,0.342,0.083,8.41604048235186e-09,"Plasma cells IgG","LMAN1"
3.55366857968755e-13,2.37447391730876,0.37,0.106,1.07878717073575e-08,"Plasma cells IgG","VCAN"
4.67624870539043e-13,1.85675632182382,0.408,0.133,1.41956881949537e-08,"Plasma cells IgG","MZB1"
4.97294786460806e-13,-0.908152690614492,0.602,0.744,1.50963778325907e-08,"Plasma cells IgG","RPS14"
7.76598567832322e-13,-1.1605037627638,0.448,0.639,2.35752027236858e-08,"Plasma cells IgG","RPLP2"
9.12872830740266e-13,1.62947157527395,0.421,0.139,2.77120805227822e-08,"Plasma cells IgG","SRGN"
9.15360209223129e-13,-1.0173988585485,0.572,0.728,2.77875898713865e-08,"Plasma cells IgG","RPS12"
1.1667902202281e-12,-0.999857207380585,0.435,0.644,3.54202507154645e-08,"Plasma cells IgG","MT-ND6"
1.16778506563563e-12,-1.52801103786323,0.286,0.478,3.54504512375009e-08,"Plasma cells IgG","RPS3A"
4.23960775648822e-12,2.00412282586935,0.356,0.1,1.28701772663713e-07,"Plasma cells IgG","RRBP1"
5.56743251775889e-12,2.88987809967836,0.313,0.072,1.69010548941607e-07,"Plasma cells IgG","ELL2"
8.27101046254685e-12,2.06062601416409,0.337,0.089,2.51083064611535e-07,"Plasma cells IgG","PDIA6"
9.81476072821882e-12,-0.858336653361457,0.552,0.711,2.97946691426539e-07,"Plasma cells IgG","PABPC1"
1.19945422673436e-11,-1.3414940531118,0.287,0.478,3.64118319609749e-07,"Plasma cells IgG","MT-ND3"
1.33751976379773e-11,-0.75328969415228,0.672,0.789,4.06030874696077e-07,"Plasma cells IgG","HLA-E"
3.1077044835601e-11,1.83012461512304,0.342,0.1,9.43405850074341e-07,"Plasma cells IgG","FAM46C"
4.78941161922004e-11,-1.67912477867837,0.16,0.339,1.45392168524663e-06,"Plasma cells IgG","KMT2A"
4.95703341295514e-11,1.53099092205044,0.443,0.2,1.50480663317079e-06,"Plasma cells IgG","CALR"
5.04402786370817e-11,3.35844174758608,0.251,0.033,1.53121553858589e-06,"Plasma cells IgG","ISG15"
5.08896519025442e-11,-1.52738968732003,0.099,0.256,1.54485716280553e-06,"Plasma cells IgG","JMJD1C"
5.28462068840759e-11,-0.829959658928494,0.549,0.706,1.60425230237989e-06,"Plasma cells IgG","RPS2"
5.33287297976861e-11,1.83373968541557,0.67,0.5,1.61890025046836e-06,"Plasma cells IgG","AC009501.4"
6.58469064094941e-11,-0.800707753303632,0.507,0.706,1.99891453787301e-06,"Plasma cells IgG","TXNIP"
7.26623873596355e-11,-1.07040889210018,0.393,0.589,2.20581209307645e-06,"Plasma cells IgG","RPS27A"
8.86787902681721e-11,1.98934547414019,0.344,0.106,2.6920220361709e-06,"Plasma cells IgG","CCND2"
9.07112779222186e-11,-1.47308759684473,0.23,0.422,2.75372226388479e-06,"Plasma cells IgG","HLA-DRB1"
9.27301256269007e-11,-0.936896951158702,0.575,0.717,2.81500842365582e-06,"Plasma cells IgG","RPS18"
1.66312735912169e-10,1.802410972049,0.329,0.094,5.0487557240857e-06,"Plasma cells IgG","SEC11C"
2.8703391313189e-10,1.78218249316726,0.391,0.167,8.71348850094478e-06,"Plasma cells IgG","LYZ"
3.18685333237874e-10,-1.24369739262541,0.344,0.522,9.67433066110214e-06,"Plasma cells IgG","RPL7"
3.32426844684836e-10,-0.780014414817135,0.554,0.722,1.00914817240976e-05,"Plasma cells IgG","RPL4"
3.56821597127462e-10,-1.46897317729884,0.228,0.411,1.08320332239984e-05,"Plasma cells IgG","PTPRCAP"
4.62456511022536e-10,-1.23189662775965,0.306,0.489,1.40387923051111e-05,"Plasma cells IgG","RPL9"
5.88605005118612e-10,2.0434788448958,0.309,0.089,1.78682821403857e-05,"Plasma cells IgG","SSR3"
6.95126286522004e-10,-1.45703493862111,0.162,0.333,2.11019486799485e-05,"Plasma cells IgG","HLA-DPA1"
1.13896087131347e-09,-0.739408851433094,0.587,0.767,3.45754351704631e-05,"Plasma cells IgG","MT-ND5"
2.19979731779711e-09,-1.18547251723772,0.335,0.511,6.67792471763667e-05,"Plasma cells IgG","RPS23"
3.44459482286315e-09,-1.01015973864762,0.352,0.533,0.000104567565037657,"Plasma cells IgG","RPL10"
3.47370960027817e-09,-0.816181360495671,0.561,0.706,0.000105451402335644,"Plasma cells IgG","RPL31"
3.85730392733281e-09,-0.843604639207105,0.575,0.7,0.000117096175322042,"Plasma cells IgG","RPL19"
3.93142791709293e-09,-0.992203892931466,0.247,0.433,0.00011934635727919,"Plasma cells IgG","LAPTM5"
4.16034165057879e-09,-0.723791870566714,0.671,0.772,0.00012629549148662,"Plasma cells IgG","EEF1A1"
5.11190944581635e-09,-1.08381945231598,0.148,0.311,0.000155182235046647,"Plasma cells IgG","HLA-F"
5.91158595088462e-09,2.19026306820474,0.283,0.083,0.000179458014711005,"Plasma cells IgG","APLP2"
7.99350868857557e-09,-1.07278503736434,0.31,0.478,0.000242658943259089,"Plasma cells IgG","DDX17"
1.11716777467075e-08,2.27907079836048,0.289,0.094,0.0003391386213568,"Plasma cells IgG","HIST1H4C"
1.31492223164469e-08,-1.36301341192343,0.214,0.383,0.000399170941860378,"Plasma cells IgG","ETS1"
1.43593836921346e-08,1.63390402021605,0.277,0.083,0.000435907810742129,"Plasma cells IgG","RPN1"
1.76615815705281e-08,1.92831835857174,0.27,0.078,0.000536152631736522,"Plasma cells IgG","IGKC"
1.85244430177118e-08,1.93752423750097,0.282,0.089,0.000562346516688676,"Plasma cells IgG","CD38"
2.0874309671263e-08,1.54969768420963,0.333,0.128,0.000633681418690532,"Plasma cells IgG","RPN2"
2.41651898927197e-08,1.05570598163882,0.351,0.139,0.000733582669573291,"Plasma cells IgG","HDLBP"
2.51976468192636e-08,-1.1275234090594,0.125,0.272,0.000764924964492384,"Plasma cells IgG","PTPN6"
2.71387559341142e-08,-0.89657740739674,0.383,0.544,0.000823851213891906,"Plasma cells IgG","RPL32"
2.77770184169048e-08,1.35425681207169,0.327,0.122,0.000843226948081978,"Plasma cells IgG","MAN1A1"
2.92348606561977e-08,-0.627086949429543,0.669,0.767,0.000887482664940195,"Plasma cells IgG","RPS11"
2.92651893470502e-08,1.54997536883021,0.309,0.111,0.000888403353008404,"Plasma cells IgG","OAS2"
3.05888473791303e-08,-1.43477533668741,0.133,0.278,0.00092858563988826,"Plasma cells IgG","GAS5"
3.1178940825941e-08,-0.727173779434139,0.642,0.778,0.000946499106653091,"Plasma cells IgG","TPT1"
3.4628228049767e-08,3.10374710347756,0.272,0.094,0.00105120911890678,"Plasma cells IgG","IGHA1"
4.23775694409217e-08,-1.15895095518458,0.238,0.4,0.00128645587551806,"Plasma cells IgG","SRSF5"
4.55691911282953e-08,-1.34644957844479,0.113,0.25,0.00138334393508166,"Plasma cells IgG","TSC22D3"
5.75908517641486e-08,-1.48119372302858,0.121,0.256,0.00174828548700426,"Plasma cells IgG","PPP1R15A"
6.64292367808397e-08,-1.04956912002509,0.143,0.289,0.00201659234095595,"Plasma cells IgG","BOD1L1"
7.71882732617581e-08,-1.44974787105125,0.123,0.256,0.00234320441140719,"Plasma cells IgG","RPL21"
8.85981404259764e-08,1.15159752362619,0.477,0.294,0.00268957374891137,"Plasma cells IgG","CANX"
9.35462727437355e-08,-1.06815034597283,0.278,0.433,0.00283978420168158,"Plasma cells IgG","EIF4B"
9.59299907375061e-08,1.37281360487493,0.334,0.133,0.00291214672881847,"Plasma cells IgG","ITM2C"
1.03764174247106e-07,1.42723915909304,0.314,0.122,0.00314996903761941,"Plasma cells IgG","TRAM1"
1.45957230575173e-07,-1.12982245643148,0.183,0.333,0.00443082364857053,"Plasma cells IgG","NAP1L1"
1.4780458769327e-07,1.25988280064095,0.436,0.25,0.00448690386860461,"Plasma cells IgG","ADAR"
1.6298535456044e-07,-0.549359035207635,0.636,0.772,0.00494774640839128,"Plasma cells IgG","MT-ND1"
1.93650206638152e-07,1.39236665829706,0.305,0.122,0.00587863932291437,"Plasma cells IgG","P4HB"
2.25652598906925e-07,-1.18693248378802,0.254,0.406,0.00685013594501752,"Plasma cells IgG","JAK1"
2.28359404919433e-07,0.924701674695312,0.615,0.422,0.00693230645513922,"Plasma cells IgG","PSAP"
3.59837442731949e-07,-0.712032640052069,0.493,0.65,0.0109235852490138,"Plasma cells IgG","DDX5"
4.1046995577822e-07,1.33235111604856,0.266,0.089,0.0124606364475594,"Plasma cells IgG","TMED10"
4.2079626846156e-07,1.99583158635968,0.287,0.117,0.0127741123216876,"Plasma cells IgG","ANXA2"
4.22027925700068e-07,1.52426882976614,0.297,0.117,0.012811501740477,"Plasma cells IgG","STAT1"
4.70685358651699e-07,-1.4905095851112,0.165,0.3,0.0142885954325896,"Plasma cells IgG","ATM"
4.8596675470264e-07,-0.885724323836511,0.404,0.556,0.014752492772508,"Plasma cells IgG","RPL23"
4.89369779617101e-07,-1.31711745887315,0.135,0.267,0.0148557983998363,"Plasma cells IgG","CIRBP"
5.11958590836348e-07,1.27293196568641,0.326,0.144,0.015541526942019,"Plasma cells IgG","SLAMF7"
5.4562620280503e-07,-0.965318093360239,0.409,0.544,0.0165635746385523,"Plasma cells IgG","RPL5"
7.2241210096099e-07,-1.05602466494555,0.148,0.283,0.0219302641488728,"Plasma cells IgG","FNBP1"
1.32147567916446e-06,-0.674517429782304,0.581,0.683,0.0401160371923954,"Plasma cells IgG","AHNAK"
1.37546708088992e-06,1.06560361565142,0.342,0.161,0.0417550541745753,"Plasma cells IgG","GAPDH"
1.44200527405906e-06,-1.08776235735648,0.26,0.4,0.043774954104611,"Plasma cells IgG","RPSA"
5.8505070192997e-157,10.1708785552577,0.493,0.003,1.77603841584881e-152,"Non-classical Monocytes","IFI27"
4.40063075370923e-141,-1.13239208500138,0.87,0.971,1.33589947790351e-136,"Non-classical Monocytes","MT-CO1"
1.2670243610802e-136,0.7938239856456,1,0.999,3.84630585293117e-132,"Non-classical Monocytes","RNA18S5"
1.00971443755234e-118,3.52061713263153,0.595,0.143,3.06519011807764e-114,"Non-classical Monocytes","S100A8"
4.03642315981058e-113,-1.12166392597961,0.761,0.926,1.2253369786237e-108,"Non-classical Monocytes","MT-ATP6"
6.3692881212093e-101,0.81314573973826,0.999,1,1.93352479495551e-96,"Non-classical Monocytes","RNA28S5"
2.15834046763953e-96,-1.45483375236311,0.521,0.816,6.55207415761332e-92,"Non-classical Monocytes","NAP1L1"
3.38450699149158e-96,-0.95280182556296,0.808,0.919,1.0274347874071e-91,"Non-classical Monocytes","PABPC1"
4.50502162846541e-92,-1.23032063820297,0.651,0.879,1.36758941575325e-87,"Non-classical Monocytes","MT-CYB"
3.68237923889594e-85,-0.96138194570376,0.795,0.939,1.11785986555164e-80,"Non-classical Monocytes","MT-ND4"
9.87578155647325e-78,-1.00224251760574,0.682,0.874,2.99799100709858e-73,"Non-classical Monocytes","MT-CO3"
5.19543886005407e-73,-0.866902567785212,0.771,0.918,1.57717937474661e-68,"Non-classical Monocytes","MT-CO2"
1.03590855504663e-72,2.31485420309336,0.682,0.384,3.14470760055506e-68,"Non-classical Monocytes","S100A9"
3.20444958651994e-69,2.49465403107542,0.486,0.156,9.72774760979857e-65,"Non-classical Monocytes","VCAN"
1.43279595825295e-68,3.02079104946063,0.374,0.071,4.34953869046848e-64,"Non-classical Monocytes","PIM1"
1.22634911874404e-65,-1.01594234139,0.625,0.839,3.72282801977128e-61,"Non-classical Monocytes","RPS2"
1.63325681099823e-65,-0.645407812218816,0.875,0.944,4.95807770114732e-61,"Non-classical Monocytes","HLA-E"
3.32685219997437e-65,1.37985793586185,0.745,0.538,1.00993252234622e-60,"Non-classical Monocytes","IFITM3"
2.1029577489214e-64,2.03670205537726,0.517,0.199,6.38394883840069e-60,"Non-classical Monocytes","PLAC8"
3.39868547117306e-64,-1.51544178514284,0.278,0.633,1.03173894848401e-59,"Non-classical Monocytes","CDKN1C"
4.08569681721065e-63,-0.902445350686793,0.75,0.905,1.24029498280064e-58,"Non-classical Monocytes","AHNAK"
1.71475020753553e-61,-1.32655756238028,0.455,0.726,5.20546720501562e-57,"Non-classical Monocytes","MS4A7"
2.09478229802223e-60,3.57576093073959,0.291,0.037,6.35913062210608e-56,"Non-classical Monocytes","IFI44L"
3.53209003939717e-56,-1.31570015842152,0.444,0.703,1.0722365732598e-51,"Non-classical Monocytes","SLC25A6"
5.87849434688496e-54,-0.691402278568102,0.798,0.921,1.78453452888387e-49,"Non-classical Monocytes","EEF1A1"
5.22222650436102e-51,2.90745151030765,0.296,0.058,1.58531129992887e-46,"Non-classical Monocytes","CD14"
7.87447270715993e-49,2.65618683781625,0.332,0.086,2.39045367971254e-44,"Non-classical Monocytes","IFI6"
8.21534049678775e-49,-0.665070265875834,0.841,0.925,2.49393091460986e-44,"Non-classical Monocytes","FCGR3A"
8.37076951949386e-48,-0.967329976788287,0.58,0.789,2.54111450303275e-43,"Non-classical Monocytes","RPS4X"
1.27737408915587e-46,2.44999817513762,0.402,0.15,3.87772452245047e-42,"Non-classical Monocytes","ISG15"
2.45036508942524e-46,-0.628463156247638,0.953,0.99,7.43857330196821e-42,"Non-classical Monocytes","MALAT1"
7.54546025825014e-46,1.86989145223103,0.422,0.161,2.290575370597e-41,"Non-classical Monocytes","CD63"
7.87681122666041e-46,-0.771739595124846,0.75,0.875,2.3911635840773e-41,"Non-classical Monocytes","MT-ND1"
2.31895558906675e-45,-0.796756316513932,0.657,0.841,7.03965348172994e-41,"Non-classical Monocytes","EEF2"
2.87256064375175e-45,2.06120728825664,0.402,0.151,8.72023234623718e-41,"Non-classical Monocytes","FPR1"
2.25207126108909e-44,2.2452926501936,0.339,0.1,6.83661272728814e-40,"Non-classical Monocytes","PLBD1"
2.86962928514588e-44,-1.15334157223306,0.424,0.675,8.71133362091734e-40,"Non-classical Monocytes","SPN"
3.72746281381234e-42,-2.08595612282912,0.077,0.311,1.13154588638901e-37,"Non-classical Monocytes","AC104809.4"
3.08369225364142e-41,-1.06471004275516,0.477,0.701,9.36116457437927e-37,"Non-classical Monocytes","MT-ND6"
5.95327967367178e-41,2.05948158479576,0.268,0.058,1.80723711053654e-36,"Non-classical Monocytes","MS4A6A"
2.10759595393963e-40,-0.7403314388358,0.666,0.832,6.39802903737454e-36,"Non-classical Monocytes","RPL4"
9.16688771313741e-40,1.98971371776122,0.409,0.17,2.78279210307712e-35,"Non-classical Monocytes","MX1"
6.4408960120566e-38,-0.818851588443811,0.658,0.814,1.95526280238002e-33,"Non-classical Monocytes","RPL3"
4.77753956023121e-37,-1.16807873044027,0.336,0.574,1.45031768429939e-32,"Non-classical Monocytes","EIF4B"
2.53048312231954e-36,-1.60775576936777,0.169,0.404,7.68178761442543e-32,"Non-classical Monocytes","C1orf63"
2.25599275703426e-35,0.867785574417883,0.715,0.51,6.8485172125289e-31,"Non-classical Monocytes","FCN1"
3.134941082349e-35,-0.934295200331406,0.419,0.658,9.51674064368687e-31,"Non-classical Monocytes","MT-ND3"
1.06590712179844e-34,-0.650983969733928,0.755,0.866,3.23577424964353e-30,"Non-classical Monocytes","RPS6"
2.26926627508699e-34,1.3466651225921,0.547,0.344,6.88881163128157e-30,"Non-classical Monocytes","GRN"
4.35990956277937e-34,-0.708967959085492,0.658,0.812,1.32353774597293e-29,"Non-classical Monocytes","DDX5"
4.64083483178623e-34,-1.2264838548332,0.276,0.513,1.40881822988535e-29,"Non-classical Monocytes","MT-ATP8"
4.743600259791e-34,-0.737927071190354,0.666,0.825,1.44001473086475e-29,"Non-classical Monocytes","MT-ND5"
4.99733589613794e-34,1.4102411492335,0.453,0.223,1.5170412579906e-29,"Non-classical Monocytes","OAS3"
1.50317412647595e-33,1.28492051073796,0.52,0.306,4.56318569574304e-29,"Non-classical Monocytes","MNDA"
2.10482094376396e-33,1.91421484993945,0.33,0.123,6.38960493898426e-29,"Non-classical Monocytes","SELL"
2.76197051612832e-33,1.30923159120925,0.513,0.288,8.38451389581073e-29,"Non-classical Monocytes","STAT1"
8.62916432239551e-33,-0.678858525243101,0.72,0.84,2.61955541334961e-28,"Non-classical Monocytes","MT-ND2"
1.93926136816471e-32,0.665184489956795,0.851,0.841,5.8870157353376e-28,"Non-classical Monocytes","HLA-A"
2.60554942688454e-31,1.5592309434561,0.361,0.153,7.90966639519339e-27,"Non-classical Monocytes","EPSTI1"
2.84451920670104e-31,-1.01708322287912,0.372,0.586,8.63510695578236e-27,"Non-classical Monocytes","RPS3A"
