"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","gene"
3.856498621547e-31,-1.73375432979049,0.273,0.528,1.17071728654302e-26,"Plasma cells IgM","RPS3A"
2.06747884369784e-30,-2.32432151277681,0.056,0.26,6.27624552581353e-26,"Plasma cells IgM","SWAP70"
4.63284668336124e-30,2.61276005651596,0.355,0.079,1.40639326766797e-25,"Plasma cells IgM","VCAN"
1.61827194727622e-29,-1.10820580374105,0.532,0.713,4.91258815034642e-25,"Plasma cells IgM","RPS3"
6.95546727562443e-28,2.92020435200761,0.336,0.083,2.11147120086131e-23,"Plasma cells IgM","PDIA4"
8.94807994600056e-28,-0.973637983341037,0.565,0.732,2.71636862920739e-23,"Plasma cells IgM","RPL13"
9.5820383061248e-28,-0.843068417987686,0.669,0.805,2.90881936859031e-23,"Plasma cells IgM","MT-CO2"
3.51603650582898e-27,-1.01264897916737,0.535,0.717,1.0673632020745e-22,"Plasma cells IgM","RPL18"
5.54649273836191e-27,-1.81134624246975,0.178,0.416,1.68374880058453e-22,"Plasma cells IgM","HLA-DPA1"
8.24268583041032e-27,4.06820295123462,0.277,0.044,2.50223213753766e-22,"Plasma cells IgM","IGHG2"
2.5915594837585e-26,-0.845093521734258,0.654,0.792,7.86719712484569e-22,"Plasma cells IgM","EEF1A1"
3.10062996096625e-26,2.17503900786791,0.408,0.154,9.41258237250524e-22,"Plasma cells IgM","CALR"
3.10375639824573e-26,-0.921759847469374,0.55,0.732,9.42207329815455e-22,"Plasma cells IgM","RPS18"
5.52630521338185e-26,-1.0349500117859,0.55,0.711,1.67762047362633e-21,"Plasma cells IgM","PABPC1"
6.56880089592579e-26,2.32838351910339,0.332,0.083,1.99409088797619e-21,"Plasma cells IgM","MX1"
1.52800606469205e-25,-0.930270215046138,0.565,0.73,4.63856801058564e-21,"Plasma cells IgM","RPL11"
2.17726859589921e-25,-2.6699931718829,0.087,0.279,6.60953427657124e-21,"Plasma cells IgM","CD79B"
2.93738513040636e-25,-1.34492866764736,0.245,0.493,8.9170200403746e-21,"Plasma cells IgM","GLTSCR2"
4.00100615097409e-25,-1.30763914917085,0.216,0.47,1.2145854372512e-20,"Plasma cells IgM","ETS1"
1.86146319935356e-24,-1.07803348944278,0.501,0.676,5.6508438342776e-20,"Plasma cells IgM","RPS4X"
2.42020207646933e-24,-0.846161795429985,0.663,0.79,7.34700744353796e-20,"Plasma cells IgM","RPS11"
2.87849919840865e-24,-0.831171185765732,0.597,0.763,8.73826001660915e-20,"Plasma cells IgM","MT-ND1"
7.30845418399495e-24,1.83973695189956,0.368,0.116,2.21862743663535e-19,"Plasma cells IgM","LYZ"
7.46094244798416e-24,-1.3886827718148,0.323,0.545,2.26491829893455e-19,"Plasma cells IgM","RPL7"
1.01615851318603e-23,3.21959984779585,0.253,0.04,3.08475239847884e-19,"Plasma cells IgM","ELL2"
8.46780843060238e-23,-1.22504278284063,0.161,0.391,2.57057260527796e-18,"Plasma cells IgM","CD52"
9.47278650187683e-23,2.52519076711279,0.279,0.06,2.87565379837475e-18,"Plasma cells IgM","LMAN1"
1.41184906021506e-22,2.32753792825903,0.293,0.069,4.28595019209486e-18,"Plasma cells IgM","ITM2C"
1.59133661406949e-22,2.62218549402464,0.298,0.079,4.83082055933075e-18,"Plasma cells IgM","PDIA6"
2.85933514859203e-22,2.29990248029939,0.289,0.069,8.68008371058083e-18,"Plasma cells IgM","SEC11C"
3.78605870338203e-22,-1.1294845807562,0.374,0.578,1.14933384058568e-17,"Plasma cells IgM","RPL5"
1.5134561192018e-21,-1.21834301103854,0.342,0.551,4.59439874106092e-17,"Plasma cells IgM","RPS23"
4.08600802206293e-21,-0.845292893396171,0.614,0.742,1.24038945525764e-16,"Plasma cells IgM","RPS14"
1.01675896397897e-20,-2.11199965392088,0.099,0.277,3.08657518695095e-16,"Plasma cells IgM","BIRC3"
1.28436449743304e-20,-0.994399203959992,0.527,0.667,3.89894530485748e-16,"Plasma cells IgM","RPL4"
2.35719682955218e-20,-1.07620177854441,0.428,0.605,7.15574241547156e-16,"Plasma cells IgM","RPS20"
2.43952085231885e-20,2.07997302695974,0.282,0.073,7.40565345138433e-16,"Plasma cells IgM","SLAMF7"
2.80308108490754e-20,-0.891620095020696,0.536,0.682,8.50931324945382e-16,"Plasma cells IgM","RPS8"
8.97279275053495e-20,-0.948540260844866,0.496,0.661,2.7238706952799e-15,"Plasma cells IgM","RPS5"
1.01507810557139e-19,1.05167506539674,0.615,0.383,3.08147260508308e-15,"Plasma cells IgM","PSAP"
1.25103603613705e-19,-0.774193294966543,0.568,0.719,3.79777009490125e-15,"Plasma cells IgM","RPL31"
1.65395255417995e-19,-0.986725945828145,0.264,0.493,5.02090376872408e-15,"Plasma cells IgM","BTG1"
3.00351181267906e-19,-2.09018482328048,0.124,0.297,9.11776080974981e-15,"Plasma cells IgM","CD79A"
6.1896970170884e-19,-0.944490743448647,0.481,0.653,1.87900632347753e-14,"Plasma cells IgM","RPLP2"
1.91442639610528e-18,-0.931140497584504,0.507,0.655,5.81162421065679e-14,"Plasma cells IgM","EEF2"
2.3309240360663e-18,-1.08337964182302,0.386,0.568,7.07598609628646e-14,"Plasma cells IgM","RPL10A"
5.25090173472895e-18,1.220396583706,0.416,0.185,1.59401623961167e-13,"Plasma cells IgM","SRGN"
5.66510225089788e-18,-1.52557736356755,0.121,0.297,1.71975509030507e-13,"Plasma cells IgM","CXCR4"
5.88549331150095e-18,1.95704933891575,0.288,0.094,1.78665920457234e-13,"Plasma cells IgM","TRAM1"
1.79745893807962e-17,1.76256503934081,0.284,0.091,5.4565460983283e-13,"Plasma cells IgM","RRBP1"
2.32811612627436e-17,-1.13445066251831,0.318,0.514,7.06746212453106e-13,"Plasma cells IgM","RPS27"
7.42955830679846e-17,1.84512092707412,0.262,0.077,2.25539101519481e-12,"Plasma cells IgM","MAN1A1"
1.10010127373641e-16,-0.837639525254051,0.514,0.655,3.33957743668162e-12,"Plasma cells IgM","GNB2L1"
2.02645768445361e-16,1.53346276884849,0.312,0.116,6.15171759269581e-12,"Plasma cells IgM","HDLBP"
2.74904723972964e-16,-0.559021209022646,0.671,0.782,8.34528270564726e-12,"Plasma cells IgM","HLA-E"
3.50894796021247e-16,1.38989145371718,0.327,0.129,1.0652113322817e-11,"Plasma cells IgM","SSR4"
5.5134019553221e-16,-0.772484606259007,0.561,0.69,1.67370343157713e-11,"Plasma cells IgM","RPS12"
6.13825600802241e-16,-1.35112415335446,0.255,0.428,1.86339037635536e-11,"Plasma cells IgM","RPSAP58"
6.58087855098614e-16,1.44411029265531,0.314,0.123,1.99775730172286e-11,"Plasma cells IgM","SPCS3"
6.58838084302062e-16,1.33328211320942,0.406,0.21,2.00003477251577e-11,"Plasma cells IgM","CANX"
1.29963438058894e-15,-0.989827442092833,0.34,0.518,3.94530008915383e-11,"Plasma cells IgM","RPS9"
1.83717317596515e-15,-1.57537137503113,0.119,0.277,5.57710661027741e-11,"Plasma cells IgM","FOXP1"
3.02280073551042e-15,-0.64782510495962,0.637,0.748,9.176316192789e-11,"Plasma cells IgM","TPT1"
4.36797747787311e-15,-0.981341487342323,0.409,0.574,1.32598692295794e-10,"Plasma cells IgM","MT-ND6"
1.30885178483944e-14,1.69892345266843,0.269,0.096,3.97328136323709e-10,"Plasma cells IgM","FAM46C"
1.41284341846192e-14,-0.828872954476126,0.469,0.611,4.28896876542486e-10,"Plasma cells IgM","RPL34"
2.17236114088323e-14,-0.656565667169842,0.569,0.709,6.59463671537921e-10,"Plasma cells IgM","MT-ND5"
2.29989975189892e-14,-0.862559060936062,0.419,0.576,6.98180567683956e-10,"Plasma cells IgM","RPL15"
2.85605103267628e-14,-0.527099780949229,0.565,0.726,8.6701141198954e-10,"Plasma cells IgM","TXNIP"
3.12019777920808e-14,-0.992543364497113,0.368,0.532,9.47198439834196e-10,"Plasma cells IgM","RPL32"
3.81466176958195e-14,-1.22696034295669,0.151,0.312,1.15801687339199e-09,"Plasma cells IgM","HLA-F"
3.88056763876807e-14,-1.15114568751488,0.286,0.447,1.17802391810082e-09,"Plasma cells IgM","MT-ND3"
6.90095065361008e-14,-1.00017410569843,0.369,0.524,2.09492158991641e-09,"Plasma cells IgM","RPS27A"
2.15500511273669e-13,1.73886513178745,0.267,0.104,6.54194902073477e-09,"Plasma cells IgM","GAPDH"
2.1691523707882e-13,-0.779374684323254,0.484,0.63,6.58489585200175e-09,"Plasma cells IgM","RPLP0"
2.25030360677571e-13,1.14909230990424,0.274,0.102,6.83124665908901e-09,"Plasma cells IgM","P4HB"
2.9372995148825e-13,-1.09038206918367,0.242,0.401,8.91676013732882e-09,"Plasma cells IgM","SRSF5"
5.89677677350199e-13,-0.976951322076179,0.406,0.541,1.790084525132e-08,"Plasma cells IgM","RPL18A"
6.05995137667642e-13,-1.23442984587001,0.138,0.287,1.83961943941766e-08,"Plasma cells IgM","PNRC1"
1.20636666646838e-12,-0.921016523855271,0.338,0.493,3.66216728939805e-08,"Plasma cells IgM","RPL9"
1.51665722093937e-12,1.39829794458464,0.276,0.112,4.60411632560565e-08,"Plasma cells IgM","RPN2"
3.84247605065723e-12,-0.64536621006469,0.583,0.674,1.16646045469802e-07,"Plasma cells IgM","RPS19"
3.92831913071515e-12,-1.31200937090053,0.157,0.299,1.1925198385112e-07,"Plasma cells IgM","MGEA5"
4.19652221735457e-12,-1.27303582888737,0.153,0.299,1.27393824952233e-07,"Plasma cells IgM","TSC22D3"
4.83091573423205e-12,-1.19023778467527,0.238,0.385,1.46652108944082e-07,"Plasma cells IgM","RPSA"
6.87748148647859e-12,-1.27943860999933,0.19,0.331,2.08779705485031e-07,"Plasma cells IgM","PNISR"
7.87319581164546e-12,1.33476502782844,0.605,0.489,2.39006605254121e-07,"Plasma cells IgM","AC009501.4"
8.82386390689581e-12,-0.62106028290193,0.562,0.686,2.67866036621636e-07,"Plasma cells IgM","RPL8"
8.87227998382631e-12,-0.706089925256965,0.512,0.617,2.69335803469015e-07,"Plasma cells IgM","RPL27A"
1.13546469743099e-11,1.29144418331906,0.303,0.141,3.44693018199126e-07,"Plasma cells IgM","PKM"
1.34777958095129e-11,-1.02012966933447,0.318,0.455,4.09145447389383e-07,"Plasma cells IgM","RPL10"
1.63123574621789e-11,-1.58180217074571,0.161,0.293,4.95194235479366e-07,"Plasma cells IgM","ANKRD12"
1.63676764533412e-11,-1.57977413117771,0.149,0.281,4.9687355409408e-07,"Plasma cells IgM","CIRBP"
1.92109595611608e-11,-1.05451612996568,0.149,0.291,5.83187099398157e-07,"Plasma cells IgM","ATM"
1.97301852890708e-11,1.26197847526019,0.342,0.193,5.98949234820321e-07,"Plasma cells IgM","UBE2J1"
4.2873086464746e-11,-1.11094278305775,0.191,0.333,1.30149828581029e-06,"Plasma cells IgM","PRKCB"
4.53254700080342e-11,1.15131974083539,0.388,0.225,1.37594529303389e-06,"Plasma cells IgM","ADAR"
6.01111824421777e-11,-1.26656625017661,0.147,0.281,1.82479516539719e-06,"Plasma cells IgM","SMAP2"
7.19809371782918e-11,-0.819612181643288,0.336,0.482,2.1851253099214e-06,"Plasma cells IgM","RPL6"
9.96880164307282e-11,-0.58273287609661,0.463,0.601,3.02622911478762e-06,"Plasma cells IgM","PTPRC"
1.78949475842238e-10,-1.07891757706917,0.242,0.376,5.43236923814282e-06,"Plasma cells IgM","EIF4B"
2.06014302425879e-10,0.940012413920414,0.261,0.11,6.25397617874241e-06,"Plasma cells IgM","STAT1"
2.23882998068531e-10,1.41386106251094,0.284,0.139,6.7964161723664e-06,"Plasma cells IgM","SUB1"
2.61969806231987e-10,-1.11827371649908,0.178,0.312,7.95261740778442e-06,"Plasma cells IgM","NAP1L1"
2.68415639696203e-10,-0.892150633525285,0.143,0.283,8.14829357425763e-06,"Plasma cells IgM","TRBC2"
2.87719249988428e-10,-0.665254660413937,0.426,0.557,8.7342932718987e-06,"Plasma cells IgM","RPS21"
3.74130457919865e-10,-0.668631200675924,0.42,0.547,1.13574783110733e-05,"Plasma cells IgM","RPL7A"
4.43611492310558e-10,-1.0480627083266,0.234,0.366,1.34667140720716e-05,"Plasma cells IgM","RPL22"
8.89321881252674e-10,-1.05181746268115,0.128,0.252,2.69971443491874e-05,"Plasma cells IgM","ZFP36L2"
9.1671956791409e-10,1.17303973110053,0.255,0.116,2.7828855923168e-05,"Plasma cells IgM","CCND2"
1.24023771146297e-09,-0.685793881095291,0.445,0.553,3.76498962068813e-05,"Plasma cells IgM","DDX5"
1.71056172198075e-09,-0.748298848799498,0.417,0.538,5.19275221941697e-05,"Plasma cells IgM","RPL27"
1.72960549202812e-09,1.13724466049232,0.25,0.112,5.25056339214977e-05,"Plasma cells IgM","EIF4G1"
2.03120311542907e-09,-0.52623462666601,0.572,0.703,6.16612329750803e-05,"Plasma cells IgM","MT-ND2"
2.11147869867281e-09,-0.65832547464948,0.306,0.462,6.40981588556104e-05,"Plasma cells IgM","LAPTM5"
2.45352688975804e-09,-0.827495313565192,0.24,0.37,7.44817157923847e-05,"Plasma cells IgM","JAK1"
2.82150442350985e-09,-0.860164721201598,0.334,0.457,8.56524097844884e-05,"Plasma cells IgM","SRRM2"
3.10123849335908e-09,-0.943996765560032,0.18,0.304,9.41442969429015e-05,"Plasma cells IgM","VPS13C"
3.32755682576032e-09,-0.917777740869309,0.214,0.339,0.000101014642559606,"Plasma cells IgM","SLC25A6"
3.76850318826201e-09,-0.687977614993379,0.409,0.53,0.00011440045128607,"Plasma cells IgM","RPL23"
3.79167280704374e-09,-1.18179381189284,0.228,0.349,0.000115103811403427,"Plasma cells IgM","MYCBP2"
5.37784441878627e-09,-1.10679043212999,0.139,0.254,0.000163255223021095,"Plasma cells IgM","RPL21"
6.68095047093532e-09,-0.830846383238131,0.309,0.424,0.000202813613446184,"Plasma cells IgM","DDX17"
1.85126239889111e-08,-1.1342746378839,0.171,0.285,0.000561987726431374,"Plasma cells IgM","CHD2"
1.91948748965335e-08,-0.627957245064379,0.42,0.543,0.000582698817234067,"Plasma cells IgM","RPL35A"
2.45148075006344e-08,-1.24568486063235,0.168,0.277,0.000744196011296757,"Plasma cells IgM","KMT2A"
2.88975866251419e-08,-0.576721941557847,0.476,0.578,0.000877244037179434,"Plasma cells IgM","RPS13"
4.68308246826366e-08,-0.688283387317798,0.339,0.462,0.0014216433448908,"Plasma cells IgM","RPL12"
4.81958150505918e-08,-0.835509107072626,0.183,0.304,0.00146308035749082,"Plasma cells IgM","UTRN"
5.3879016041307e-08,-0.884113127279412,0.194,0.318,0.00163560528996596,"Plasma cells IgM","FAM65B"
8.15729553021574e-08,-0.745172900107662,0.283,0.405,0.00247631020410759,"Plasma cells IgM","RPL38"
1.17213857526238e-07,-0.973056864677736,0.155,0.262,0.003558261072924,"Plasma cells IgM","KMT2E"
1.21490541374023e-07,-0.934198723209491,0.187,0.297,0.00368808836449121,"Plasma cells IgM","ADD1"
2.75171364728236e-07,-0.889565576990735,0.221,0.331,0.00835337711905507,"Plasma cells IgM","JUN"
8.44248579329449e-07,-0.82633220124671,0.237,0.339,0.0256288541227041,"Plasma cells IgM","PTPRCAP"
8.8763351257366e-07,1.03430890361978,0.272,0.156,0.0269458905411986,"Plasma cells IgM","RP1-17K7.2"
9.49137278092428e-07,-0.862228482182313,0.199,0.301,0.0288129603510518,"Plasma cells IgM","RPL23A"
9.79312248428617e-07,-0.888821627630923,0.177,0.281,0.0297289819255475,"Plasma cells IgM","SMG1"
9.83549144146165e-07,-0.576410144515346,0.38,0.493,0.0298576013688451,"Plasma cells IgM","MTRNR2L10"
1.08961034118653e-06,-0.511837015178172,0.561,0.634,0.0330773011273996,"Plasma cells IgM","RPS16"
1.33112075353246e-06,-0.878407760504563,0.174,0.272,0.040408832714985,"Plasma cells IgM","SCAF11"
1.62747007430131e-06,0.609140388703369,0.302,0.183,0.0494051090455648,"Plasma cells IgM","PDIA3"
1.63563364782094e-06,-0.768900134875262,0.154,0.252,0.0496529306469004,"Plasma cells IgM","CYTH1"
0,1.73021168073506,0.462,0.169,0,"CD4+ Naive T cells","PIM1"
0,3.72696522449683,0.28,0.023,0,"CD4+ Naive T cells","SOCS3"
0,-1.2998962776427,0.467,0.714,0,"CD4+ Naive T cells","MT-ND6"
0,-1.52226700560402,0.672,0.903,0,"CD4+ Naive T cells","MT-CYB"
0,-1.32260106824051,0.672,0.876,0,"CD4+ Naive T cells","MT-CO3"
0,-1.05036673031331,0.646,0.82,0,"CD4+ Naive T cells","MT-ND5"
0,-1.08606607904923,0.736,0.886,0,"CD4+ Naive T cells","MT-CO2"
0,-1.06413201344454,0.72,0.866,0,"CD4+ Naive T cells","MT-ND1"
0,-1.4403727237225,0.82,0.963,0,"CD4+ Naive T cells","MT-CO1"
0,-0.882563679019418,0.643,0.784,0,"CD4+ Naive T cells","RPS3A"
0,-1.20177036634311,0.806,0.944,0,"CD4+ Naive T cells","MT-ATP6"
0,-1.16490554055041,0.864,0.959,0,"CD4+ Naive T cells","MT-ND4"
0,-0.775834729159718,0.806,0.889,0,"CD4+ Naive T cells","RPS4X"
0,-0.749289392880364,0.861,0.936,0,"CD4+ Naive T cells","RPS3"
0,-0.633339713612759,0.825,0.896,0,"CD4+ Naive T cells","RPL4"
0,-0.662467543063412,0.817,0.883,0,"CD4+ Naive T cells","RPS2"
0,-0.673972736282073,0.903,0.959,0,"CD4+ Naive T cells","RPL3"
0,-0.576431214046508,0.895,0.939,0,"CD4+ Naive T cells","RPS14"
0,-0.56089312662529,0.937,0.972,0,"CD4+ Naive T cells","RPS6"
4.19036836863795e-319,-0.625551939802629,0.829,0.899,1.27207012566742e-314,"CD4+ Naive T cells","RPL18"
3.00887555043664e-295,-0.845953720173196,0.61,0.753,9.13404350846052e-291,"CD4+ Naive T cells","RPL7"
5.89272697979869e-277,-0.738091118289633,0.715,0.822,1.78885512925749e-272,"CD4+ Naive T cells","MT-ND2"
3.96354047216375e-252,1.4804698720466,0.359,0.152,1.20321198113475e-247,"CD4+ Naive T cells","MYC"
7.99679148812748e-248,-1.13281557639177,0.36,0.566,2.42758599205086e-243,"CD4+ Naive T cells","MT-ND3"
1.7703549127777e-232,0.849817793942152,0.684,0.503,5.37426640871925e-228,"CD4+ Naive T cells","HSP90AA1"
1.85506255798514e-218,1.51310947922691,0.318,0.134,5.63141340727548e-214,"CD4+ Naive T cells","NFKBIZ"
3.52892104265702e-213,1.44612501819911,0.377,0.189,1.07127456091939e-208,"CD4+ Naive T cells","XAF1"
2.28823158448185e-211,-0.577300764208774,0.763,0.844,6.94638462101155e-207,"CD4+ Naive T cells","RPS5"
3.01242641900368e-198,-0.706530695485104,0.64,0.736,9.14482288016948e-194,"CD4+ Naive T cells","RPL9"
2.07755526916547e-197,0.868161041971747,0.574,0.376,6.30683453060561e-193,"CD4+ Naive T cells","STK17B"
1.13903324374167e-192,1.35820161126414,0.302,0.129,3.45776321802658e-188,"CD4+ Naive T cells","CD69"
4.20292241288407e-179,1.45344849379266,0.273,0.115,1.27588115687922e-174,"CD4+ Naive T cells","ARID5B"
1.01398891575062e-173,-0.577481792677175,0.698,0.785,3.07816615154416e-169,"CD4+ Naive T cells","RPL5"
1.05310704863295e-173,1.33177040414994,0.288,0.127,3.19691706753504e-169,"CD4+ Naive T cells","GPRIN3"
6.17954151511314e-165,1.13841037007953,0.321,0.156,1.8759234177429e-160,"CD4+ Naive T cells","LDHA"
3.74248023368725e-151,1.02646615998694,0.344,0.18,1.13610472454044e-146,"CD4+ Naive T cells","UBALD2"
1.36064627118976e-145,0.778534501237449,0.507,0.328,4.13051388545074e-141,"CD4+ Naive T cells","KLF6"
2.87650759213018e-133,-1.03676176866522,0.251,0.404,8.73221409742959e-129,"CD4+ Naive T cells","MT-ATP8"
3.4742141385899e-127,-0.594126790544176,0.6,0.687,1.05466718605174e-122,"CD4+ Naive T cells","RPS9"
4.59882142654108e-125,0.932429727083659,0.342,0.194,1.39606422045507e-120,"CD4+ Naive T cells","IL32"
2.31597469903358e-121,0.59015799150809,0.648,0.512,7.03060439385624e-117,"CD4+ Naive T cells","HSP90AB1"
2.37338966156568e-116,-0.505730560372867,0.657,0.748,7.20489899561494e-112,"CD4+ Naive T cells","GLTSCR2"
6.99507037409866e-114,0.808507643847906,0.38,0.231,2.12349351346513e-109,"CD4+ Naive T cells","BCL2"
2.13750626349591e-111,1.02161976633857,0.273,0.143,6.48882776409455e-107,"CD4+ Naive T cells","TRIM22"
2.89515362843762e-108,0.567404216360787,0.581,0.434,8.78881786984809e-104,"CD4+ Naive T cells","TMEM123"
2.7463058307727e-104,0.646536307221757,0.495,0.347,8.3369606104767e-100,"CD4+ Naive T cells","ADAR"
5.81000134410039e-99,0.720325711498908,0.415,0.274,1.76374210802855e-94,"CD4+ Naive T cells","HSPA5"
3.6387307872554e-93,0.944908170176437,0.388,0.262,1.10460950508712e-88,"CD4+ Naive T cells","NFKBIA"
9.36162667336719e-93,-0.840372052701252,0.321,0.442,2.84190900923408e-88,"CD4+ Naive T cells","HLA-F"
1.49422718620645e-92,0.674110085439649,0.456,0.321,4.53602546916692e-88,"CD4+ Naive T cells","CCNL1"
4.15851230932219e-90,-0.682394936358048,0.304,0.436,1.26239958174094e-85,"CD4+ Naive T cells","ZFP36L2"
4.95630977169632e-90,0.542875320636096,0.511,0.373,1.50458695739385e-85,"CD4+ Naive T cells","IKZF1"
8.15980666021811e-87,0.735438171238171,0.323,0.198,2.47707250784241e-82,"CD4+ Naive T cells","JUNB"
1.40107705691039e-83,0.683544416866618,0.37,0.244,4.25324962166288e-79,"CD4+ Naive T cells","CCND2"
7.91846867692317e-78,0.749087072878417,0.288,0.175,2.40380953625357e-73,"CD4+ Naive T cells","IFI16"
1.84552715820097e-76,-0.867917483531811,0.184,0.295,5.60246679415069e-72,"CD4+ Naive T cells","TSC22D3"
